Const,Your Rating,Date Rated,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
tt0764031,9,2024-06-20,"King of the Hill: Rich Hank, Poor Hank","King of the Hill: Rich Hank, Poor Hank",https://www.imdb.com/title/tt0764031,TV Episode,7.6,23,2004,"Animation, Drama, Comedy",372,"2004-01-04","Tricia Garcia,Wesley Archer"
tt0620260,8,2024-06-20,"King of the Hill: Livin' on Reds, Vitamin C and Propane","King of the Hill: Livin' on Reds, Vitamin C and Propane",https://www.imdb.com/title/tt0620260,TV Episode,8.2,23,2003,"Animation, Drama, Comedy",438,"2003-12-14","John Rice,Wesley Archer"
tt0551399,9,2024-04-04,"Curb Your Enthusiasm: The Baptism","Curb Your Enthusiasm: The Baptism",https://www.imdb.com/title/tt0551399,TV Episode,8.2,30,2001,"Comedy",2141,"2001-11-18","Keith Truesdell"
tt10050772,9,2023-02-04,"I Think You Should Leave with Tim Robinson","I Think You Should Leave with Tim Robinson",https://www.imdb.com/title/tt10050772,TV Series,8.0,16,2019,"Comedy",23456,"2019-04-23",
tt2582802,8,2023-01-28,"Whiplash","Whiplash",https://www.imdb.com/title/tt2582802,Movie,8.5,106,2014,"Drama, Music",1062666,"2015-01-16","Damien Chazelle"
tt2872718,9,2023-01-28,"Nightcrawler","Nightcrawler",https://www.imdb.com/title/tt2872718,Movie,7.8,117,2014,"Crime, Thriller, Drama",633132,"2014-10-31","Dan Gilroy"
tt0120689,8,2023-01-15,"The Green Mile","The Green Mile",https://www.imdb.com/title/tt0120689,Movie,8.6,189,1999,"Crime, Fantasy, Mystery, Drama",1475114,"2000-03-03","Frank Darabont"
tt0038650,9,2023-01-15,"It's a Wonderful Life","It's a Wonderful Life",https://www.imdb.com/title/tt0038650,Movie,8.6,130,1946,"Family, Fantasy, Romance, Drama",525095,"1947-01-07","Frank Capra"
tt0110912,8,2023-01-15,"Pulp Fiction","Pulp Fiction",https://www.imdb.com/title/tt0110912,Movie,8.9,154,1994,"Crime, Drama",2319433,"1994-10-21","Quentin Tarantino"
tt2911666,7,2023-01-15,"John Wick","John Wick",https://www.imdb.com/title/tt2911666,Movie,7.5,101,2014,"Action, Thriller, Crime",774302,"2015-04-10","Chad Stahelski"
tt0470752,9,2023-01-15,"Ex Machina","Ex Machina",https://www.imdb.com/title/tt0470752,Movie,7.7,108,2014,"Drama, Sci-Fi, Thriller",614420,"2015-01-21","Alex Garland"
tt0386676,9,2023-01-15,"The Office","The Office",https://www.imdb.com/title/tt0386676,TV Series,9.0,22,2005,"Comedy",767108,"2005-06-14",
tt0076759,9,2023-01-15,"Star Wars: Episode IV - A New Hope","Star Wars",https://www.imdb.com/title/tt0076759,Movie,8.6,121,1977,"Sci-Fi, Adventure, Fantasy, Action",1499141,"1978-01-29","George Lucas"
tt9253284,9,2023-01-15,"Andor","Andor",https://www.imdb.com/title/tt9253284,TV Series,8.4,40,2022,"Sci-Fi, Thriller, Action, Adventure, Drama, Fantasy",186807,"2022-09-21",
tt0080684,9,2023-01-15,"Star Wars: Episode V - The Empire Strikes Back","Star Wars: Episode V - The Empire Strikes Back",https://www.imdb.com/title/tt0080684,Movie,8.7,124,1980,"Fantasy, Sci-Fi, Adventure, Action",1431883,"1980-05-21","Irvin Kershner"
tt1375666,9,2023-01-15,"Inception","Inception",https://www.imdb.com/title/tt1375666,Movie,8.8,148,2010,"Sci-Fi, Thriller, Action, Adventure",2665230,"2010-07-16","Christopher Nolan"
tt0468569,9,2023-01-15,"The Dark Knight","The Dark Knight",https://www.imdb.com/title/tt0468569,Movie,9.0,152,2008,"Drama, Crime, Thriller, Action",2998972,"2008-07-24","Christopher Nolan"
tt0111161,9,2023-01-15,"The Shawshank Redemption","The Shawshank Redemption",https://www.imdb.com/title/tt0111161,Movie,9.3,142,1994,"Drama",3022783,"1995-02-17","Frank Darabont"
tt12593682,8,2023-01-15,"Bullet Train","Bullet Train",https://www.imdb.com/title/tt12593682,Movie,7.3,127,2022,"Action, Thriller, Comedy",486442,"2022-08-03","David Leitch"
tt11564570,7,2023-01-15,"Glass Onion","Glass Onion",https://www.imdb.com/title/tt11564570,Movie,7.1,139,2022,"Crime, Thriller, Drama, Mystery, Comedy",472662,"2022-12-23","Rian Johnson"
